,place_resid,stateco_resid,placename_resid,place_work,stateco_work,placename_work,county_resid,county_work,FLOW_FLAG,total00,yr00_total,yr00_dralone,yr00_carpool2,yr00_carpool3,yr00_carpool4,yr00_carpool56,yr00_carpool7p,yr00_bus,yr00_trolley,yr00_subway,yr00_railroad,yr00_ferry,yr00_bicycle,yr00_walk,yr00_taxi,yr00_mcycle,yr00_other,yr00_athome,yr00_transit,yr00_carpool3p,yr00_totalnh,tt00_totalnh,tt00_dralone,tt00_carpool2,tt00_carpool3p,tt00_btransit,tt00_rtransit,tt00_other5,aggtime00,yr00_driver,yr00_vehocc,yr00_carpdriver,yr00_carpocc,commute_id
13932,22454,6013,El Sobrante,53000,6001,Oakland,Contra Costa,Alameda,Y,560.0,560.0,485.0,25.0,25.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,35.0,560.0,37.5,36.1,45.2,41.1,0.0,52.7,60.0,21000.0,505.0,1.07,20.0,2.58,224546013530006001
14021,22587,6081,Emerald Lake Hills,53000,6001,Oakland,San Mateo,Alameda,Y,25.0,25.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,41.5,38.5,50.0,0.0,0.0,0.0,0.0,955.0,20.0,1.15,4.0,2.0,225876081530006001
14066,22594,6001,Emeryville,53000,6001,Oakland,Alameda,Alameda,Y,695.0,695.0,510.0,4.0,30.0,0.0,0.0,0.0,70.0,0.0,60.0,0.0,0.0,0.0,4.0,0.0,10.0,4.0,0.0,130.0,30.0,695.0,16.8,13.3,10.0,15.0,40.1,21.7,10.8,11630.0,520.0,1.04,10.0,2.76,225946001530006001
14168,22678,6073,Encinitas,53000,6001,Oakland,San Diego,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,1200.0,0.0,0.0,0.0,0.0,226786073530006001
14231,22790,6077,Escalon,53000,6001,Oakland,San Joaquin,Alameda,N,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.8,90.0,200.0,0.0,0.0,0.0,0.0,1830.0,10.0,1.3,4.0,2.0,227906077530006001
14312,22804,6073,Escondido,53000,6001,Oakland,San Diego,Alameda,N,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.7,60.0,0.0,0.0,0.0,0.0,120.0,1800.0,10.0,1.0,0.0,0.0,228046073530006001
14430,23168,6041,Fairfax,53000,6001,Oakland,Marin,Alameda,Y,65.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,51.4,51.4,0.0,0.0,0.0,0.0,0.0,3240.0,65.0,1.0,0.0,0.0,231686041530006001
14525,23182,6095,Fairfield,53000,6001,Oakland,Solano,Alameda,Y,1215.0,1215.0,770.0,155.0,30.0,25.0,70.0,85.0,30.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,60.0,210.0,1215.0,62.0,58.1,65.1,66.6,73.9,75.2,122.7,75365.0,895.0,1.28,120.0,3.05,231826095530006001
14638,23294,6067,Fair Oaks,53000,6001,Oakland,Sacramento,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,840.0,4.0,1.0,0.0,0.0,232946067530006001
14705,23350,6001,Fairview,53000,6001,Oakland,Alameda,Alameda,Y,580.0,580.0,480.0,35.0,25.0,0.0,0.0,0.0,10.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,25.0,580.0,36.9,35.3,34.6,46.9,100.0,39.8,0.0,21340.0,505.0,1.07,25.0,2.32,233506001530006001
15128,24638,6067,Folsom,53000,6001,Oakland,Sacramento,Alameda,Y,25.0,25.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,107.5,101.3,120.0,0.0,0.0,0.0,0.0,2580.0,20.0,1.2,4.0,2.0,246386067530006001
15487,24730,6059,Foothill Ranch,53000,6001,Oakland,Orange,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,210.0,4.0,1.0,0.0,0.0,247306059530006001
15599,25338,6081,Foster City,53000,6001,Oakland,San Mateo,Alameda,Y,180.0,180.0,145.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15.0,0.0,180.0,38.9,38.0,35.7,0.0,0.0,61.5,22.9,6930.0,150.0,1.05,4.0,2.0,253386081530006001
15910,26000,6001,Fremont,53000,6001,Oakland,Alameda,Alameda,Y,3215.0,3215.0,2335.0,185.0,70.0,10.0,4.0,4.0,15.0,0.0,440.0,100.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,555.0,88.0,3215.0,36.5,32.4,41.0,28.3,42.9,53.3,44.3,117335.0,2460.0,1.06,120.0,2.3,260006001530006001
16071,27000,6019,Fresno,53000,6001,Oakland,Fresno,Alameda,Y,40.0,40.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,43.3,70.0,20.5,0.0,0.0,0.0,0.0,1690.0,30.0,1.37,10.0,2.0,270006019530006001
16255,28000,6059,Fullerton,53000,6001,Oakland,Orange,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,160.0,10.0,1.0,0.0,0.0,280006059530006001
16572,28182,6077,Garden Acres,53000,6001,Oakland,San Joaquin,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.7,72.7,0.0,0.0,0.0,0.0,0.0,800.0,10.0,1.0,0.0,0.0,281826077530006001
16826,29504,6085,Gilroy,53000,6001,Oakland,Santa Clara,Alameda,Y,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,41.3,41.3,0.0,0.0,0.0,0.0,0.0,825.0,20.0,1.0,0.0,0.0,295046085530006001
17543,30693,6061,Granite Bay,53000,6001,Oakland,Placer,Alameda,Y,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,91.3,91.3,0.0,0.0,0.0,0.0,0.0,2465.0,25.0,1.0,0.0,0.0,306936061530006001
17978,31708,6081,Half Moon Bay,53000,6001,Oakland,San Mateo,Alameda,Y,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,1020.0,20.0,1.0,0.0,0.0,317086081530006001
18262,32548,6037,Hawthorne,53000,6001,Oakland,Los Angeles,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,45.0,4.0,1.0,0.0,0.0,325486037530006001
18378,33000,6001,Hayward,53000,6001,Oakland,Alameda,Alameda,Y,5965.0,5965.0,4165.0,670.0,200.0,30.0,40.0,10.0,170.0,0.0,510.0,30.0,0.0,15.0,10.0,4.0,10.0,110.0,0.0,710.0,280.0,5965.0,30.5,28.8,27.2,29.4,45.4,44.9,23.8,181940.0,4580.0,1.12,415.0,2.27,330006001530006001
18456,33056,6097,Healdsburg,53000,6001,Oakland,Sonoma,Alameda,Y,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,125.8,125.8,0.0,0.0,0.0,0.0,0.0,3020.0,25.0,1.0,0.0,0.0,330566097530006001
18652,33308,6013,Hercules,53000,6001,Oakland,Contra Costa,Alameda,Y,1095.0,1095.0,740.0,125.0,70.0,10.0,15.0,4.0,20.0,0.0,90.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,125.0,99.0,1095.0,46.0,44.1,45.1,40.2,47.9,66.5,40.0,50360.0,830.0,1.16,90.0,2.44,333086013530006001
18763,33364,6037,Hermosa Beach,53000,6001,Oakland,Los Angeles,Alameda,Y,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,61.7,61.7,0.0,0.0,0.0,0.0,0.0,1480.0,25.0,1.0,0.0,0.0,333646037530006001
19189,33633,6081,Highlands-Baywood Park,53000,6001,Oakland,San Mateo,Alameda,Y,15.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15.0,49.7,42.5,0.0,0.0,0.0,60.0,0.0,845.0,10.0,1.0,0.0,0.0,336336081530006001
19231,33798,6081,Hillsborough,53000,6001,Oakland,San Mateo,Alameda,Y,65.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,33.2,33.2,0.0,0.0,0.0,0.0,0.0,2125.0,65.0,1.0,0.0,0.0,337986081530006001
19475,34904,6099,Hughson,53000,6001,Oakland,Stanislaus,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,4.0,1.0,0.0,0.0,349046099530006001
19616,36000,6059,Huntington Beach,53000,6001,Oakland,Orange,Alameda,Y,20.0,20.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,20.0,87.2,60.0,130.0,0.0,0.0,0.0,60.0,1570.0,10.0,1.41,4.0,2.0,360006059530006001
20110,36546,6037,Inglewood,53000,6001,Oakland,Los Angeles,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.8,0.0,0.0,60.8,0.0,0.0,0.0,365.0,4.0,4.0,4.0,4.0,365466037530006001
20353,36770,6059,Irvine,53000,6001,Oakland,Orange,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,150.0,0.0,0.0,0.0,0.0,367706059530006001
20623,38086,6013,Kensington,53000,6001,Oakland,Contra Costa,Alameda,Y,255.0,255.0,190.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,255.0,25.1,23.4,26.7,0.0,0.0,35.3,19.3,6375.0,205.0,1.06,10.0,2.0,380866013530006001
20668,38114,6041,Kentfield,53000,6001,Oakland,Marin,Alameda,Y,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,37.5,37.5,0.0,0.0,0.0,0.0,0.0,750.0,20.0,1.0,0.0,0.0,381146041530006001
21105,39122,6013,Lafayette,53000,6001,Oakland,Contra Costa,Alameda,Y,1265.0,1265.0,1070.0,70.0,0.0,4.0,0.0,0.0,4.0,0.0,95.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,114.0,4.0,1265.0,27.5,26.5,27.8,5.0,40.0,29.2,200.0,34815.0,1105.0,1.03,35.0,2.06,391226013530006001
21196,39173,6067,Laguna,53000,6001,Oakland,Sacramento,Alameda,Y,50.0,50.0,35.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,90.1,111.9,32.5,0.0,0.0,0.0,0.0,4595.0,45.0,1.16,4.0,2.0,391736067530006001
21523,39248,6059,Laguna Niguel,53000,6001,Oakland,Orange,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,45.0,4.0,1.0,0.0,0.0,392486059530006001
22511,39885,6057,Lake Wildwood,53000,6001,Oakland,Nevada,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,180.0,0.0,0.0,0.0,0.0,1440.0,4.0,2.0,4.0,2.0,398856057530006001
22625,39892,6037,Lakewood,53000,6001,Oakland,Los Angeles,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,30.0,4.0,3.0,4.0,3.0,398926037530006001
22846,40032,6037,La Mirada,53000,6001,Oakland,Los Angeles,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,225.0,4.0,1.0,0.0,0.0,400326037530006001
23014,40130,6037,Lancaster,53000,6001,Oakland,Los Angeles,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,360.0,4.0,1.0,0.0,0.0,401306037530006001
23538,40438,6041,Larkspur,53000,6001,Oakland,Marin,Alameda,Y,140.0,140.0,135.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,140.0,47.6,45.9,0.0,85.0,0.0,0.0,0.0,6660.0,135.0,1.04,0.0,7.0,404386041530006001
23675,40704,6077,Lathrop,53000,6001,Oakland,San Joaquin,Alameda,Y,80.0,80.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,77.7,78.2,75.0,0.0,0.0,0.0,0.0,6375.0,75.0,1.07,4.0,2.0,407046077530006001
23790,40830,6037,La Verne,53000,6001,Oakland,Los Angeles,Alameda,N,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,85.0,15.0,1.0,0.0,0.0,408306037530006001
23995,41124,6073,Lemon Grove,53000,6001,Oakland,San Diego,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,80.0,4.0,1.0,0.0,0.0,411246073530006001
24057,41166,6031,Lemoore Station,53000,6001,Oakland,Kings,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,140.0,4.0,1.0,0.0,0.0,411666031530006001
24197,41474,6061,Lincoln,53000,6001,Oakland,Placer,Alameda,N,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,640.0,15.0,1.0,0.0,0.0,414746061530006001
24347,41922,6087,Live Oak,53000,6001,Oakland,Santa Cruz,Alameda,N,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.8,78.8,0.0,0.0,0.0,0.0,0.0,1260.0,15.0,1.0,0.0,0.0,419226087530006001
24465,41992,6001,Livermore,53000,6001,Oakland,Alameda,Alameda,Y,1680.0,1680.0,1350.0,140.0,25.0,0.0,0.0,20.0,25.0,0.0,65.0,30.0,0.0,0.0,25.0,0.0,4.0,10.0,0.0,120.0,45.0,1680.0,42.9,41.4,51.4,40.1,51.9,60.1,19.9,72095.0,1425.0,1.07,80.0,2.26,419926001530006001
24529,42006,6047,Livingston,53000,6001,Oakland,Merced,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,990.0,10.0,1.0,0.0,0.0,420066047530006001
24623,42202,6077,Lodi,53000,6001,Oakland,San Joaquin,Alameda,Y,90.0,90.0,45.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,10.0,90.0,79.9,60.9,96.0,90.0,0.0,0.0,104.4,7355.0,60.0,1.29,15.0,2.32,422026077530006001
25032,43000,6037,Long Beach,53000,6001,Oakland,Los Angeles,Alameda,N,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.7,0.0,20.0,0.0,0.0,0.0,60.0,1180.0,4.0,2.0,4.0,2.0,430006037530006001
25151,43140,6061,Loomis,53000,6001,Oakland,Placer,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,1120.0,10.0,1.0,0.0,0.0,431406061530006001
25296,43280,6085,Los Altos,53000,6001,Oakland,Santa Clara,Alameda,N,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,30.0,60.0,0.0,0.0,0.0,0.0,630.0,10.0,1.33,4.0,2.0,432806085530006001
25353,43294,6085,Los Altos Hills,53000,6001,Oakland,Santa Clara,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,300.0,4.0,1.0,0.0,0.0,432946085530006001
25592,44000,6037,Los Angeles,53000,6001,Oakland,Los Angeles,Alameda,Y,65.0,65.0,35.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,65.0,29.0,33.0,15.0,0.0,30.0,0.0,0.0,1830.0,40.0,1.14,4.0,2.0,440006037530006001
25874,44112,6085,Los Gatos,53000,6001,Oakland,Santa Clara,Alameda,Y,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,54.8,54.8,0.0,0.0,0.0,0.0,0.0,2190.0,40.0,1.0,0.0,0.0,441126085530006001
25963,44399,6041,Lucas Valley-Marinwood,53000,6001,Oakland,Marin,Alameda,Y,75.0,75.0,60.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,57.4,61.2,40.0,0.0,0.0,0.0,0.0,4190.0,65.0,1.1,4.0,2.0,443996041530006001
26550,45484,6077,Manteca,53000,6001,Oakland,San Joaquin,Alameda,Y,395.0,395.0,250.0,90.0,45.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,395.0,77.3,77.0,61.9,103.0,0.0,130.0,0.0,30535.0,315.0,1.25,60.0,2.26,454846077530006001
26629,45778,6053,Marina,53000,6001,Oakland,Monterey,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,130.0,120.0,0.0,0.0,0.0,0.0,1260.0,10.0,1.25,4.0,2.0,457786053530006001
26754,46114,6013,Martinez,53000,6001,Oakland,Contra Costa,Alameda,Y,990.0,990.0,720.0,65.0,50.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,135.0,50.0,990.0,38.7,35.8,39.3,50.0,0.0,50.6,30.0,38415.0,770.0,1.09,50.0,2.35,461146013530006001
27037,46632,6061,Meadow Vista,53000,6001,Oakland,Placer,Alameda,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,90.0,4.0,2.0,4.0,2.0,466326061530006001
27154,46870,6081,Menlo Park,53000,6001,Oakland,San Mateo,Alameda,Y,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,55.6,55.6,0.0,0.0,0.0,0.0,0.0,1335.0,25.0,1.0,0.0,0.0,468706081530006001
27340,47486,6081,Millbrae,53000,6001,Oakland,San Mateo,Alameda,Y,175.0,175.0,160.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,175.0,42.6,42.8,45.0,30.0,0.0,0.0,0.0,7540.0,170.0,1.06,4.0,2.46,474866081530006001
27387,47710,6041,Mill Valley,53000,6001,Oakland,Marin,Alameda,Y,100.0,100.0,95.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,42.5,41.8,55.0,0.0,0.0,0.0,0.0,4290.0,100.0,1.03,4.0,2.0,477106041530006001
27465,47766,6085,Milpitas,53000,6001,Oakland,Santa Clara,Alameda,Y,145.0,145.0,85.0,40.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,145.0,42.3,35.0,47.9,0.0,60.0,60.0,0.0,6130.0,105.0,1.19,20.0,2.0,477666085530006001
27777,48256,6059,Mission Viejo,53000,6001,Oakland,Orange,Alameda,N,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5,25.0,0.0,0.0,0.0,0.0,120.0,1160.0,10.0,1.0,0.0,0.0,482566059530006001
27932,48354,6099,Modesto,53000,6001,Oakland,Stanislaus,Alameda,Y,260.0,260.0,205.0,35.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,8.0,260.0,78.2,79.4,77.7,75.0,0.0,0.0,64.3,20500.0,225.0,1.11,20.0,2.33,483546099530006001
28189,48760,6081,Montara,53000,6001,Oakland,San Mateo,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,495.0,10.0,1.0,0.0,0.0,487606081530006001
28547,48872,6053,Monterey,53000,6001,Oakland,Monterey,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,810.0,10.0,1.0,0.0,0.0,488726053530006001
28845,49180,6077,Morada,53000,6001,Oakland,San Joaquin,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,280.0,10.0,1.0,0.0,0.0,491806077530006001
28892,49194,6013,Moraga,53000,6001,Oakland,Contra Costa,Alameda,Y,710.0,710.0,575.0,65.0,4.0,0.0,0.0,0.0,0.0,0.0,60.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,64.0,4.0,710.0,32.1,31.0,33.6,20.0,0.0,42.0,30.0,22775.0,605.0,1.06,35.0,2.07,491946013530006001
29059,49270,6065,Moreno Valley,53000,6001,Oakland,Riverside,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,200.0,4.0,2.0,4.0,2.0,492706065530006001
29183,49278,6085,Morgan Hill,53000,6001,Oakland,Santa Clara,Alameda,Y,20.0,20.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,66.3,74.0,43.0,0.0,0.0,0.0,0.0,1325.0,20.0,1.14,4.0,2.0,492786085530006001
29295,49670,6085,Mountain View,53000,6001,Oakland,Santa Clara,Alameda,Y,110.0,110.0,105.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,110.0,53.6,53.1,0.0,60.0,0.0,0.0,0.0,5945.0,105.0,1.04,4.0,3.0,496706085530006001
